"ID";"broodID";"nestsiteID";"species";"weight_nest";"feathers_nest_nb";"lining_nest_material";"maleID";"femaleID";"parent1ID";"parent2ID";"parent3ID";"min_nr_ad_feeding";"information";"year";"day_nest_build_start";"month_nest_build_start";"day_raw_nest";"month_raw_nest";"day_full_nest";"month_full_nest";"weight_clutch";"day first egg";"month first egg";"accuracy first egg";"number of eggs";"days laying eggs";"day_incubation_start";"month_incubation_start";"accuracy_incubation_start";"day hatching first egg";"month hatching first egg";"accuracy_hatching";"days hatching chicks";"number of nestlings_early";"age of nestlings_early";"age difference";"number of nestlings_late";"age of nestlings_late";"number of fledglings";"day of fledging";"month of fledging";"accuracy fledging";"day_egg_loss";"month_of_egg_loss";"accuracy_date_egg_loss";"cause of egg loss";"day_of_death_nestlings";"month_of_death_nestlings";"accuracy_data_death_nestling";"cause of death nestlings";"notes";"owner_data";"incubation_temp";"microclim_temp";"nest_camera";"min_nr_nestl_late"
6619423;"FruttErzLowSE5stbe1st_23a";"FruttErzLowSE5stbe1st";"Montifringilla nivalis";;;;"metal ring";"N   630119";;;;"2";"N   630119 female with PAM-Logger";2023.00;;;;;;;;18.00;6.00;9.00;;;22.00;6.00;8.00;5.00;7.00;6.50;;;;;;;;"25";7.00;6.00;;;;;;;;;"N   630119 female with PAM-Logger";;;;;
6619424;"Erzegglift7_SE_R_23a";"Erzegglift7_SE_R";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2023.00;;;;;;;;12.00;5.00;13.00;;;16.00;5.00;12.00;29.00;5.00;10.50;;;;;;;;"18";6.00;10.00;;;;;;;;;;;;;;
6619425;"Erzegglift8_SE_R_23a";"Erzegglift8_SE_R";"Montifringilla nivalis";;;;"N   687092";"ringed";;;;"2";;2023.00;;;;;;;;18.00;6.00;9.00;;;22.00;6.00;8.00;5.00;7.00;6.50;;;;;;;;"25";7.00;6.00;;;;;;;;;;;;;;
6619426;"Erzegg10_NW_R_23a";"Erzegg10_NW_R";"Montifringilla nivalis";;;;;"unringed";;;;"1";;2023.00;;;;;;;;12.00;5.00;13.00;;;16.00;5.00;12.00;29.00;5.00;10.50;;;;;;;;"18";6.00;10.00;;;;;;;;;;;;;;
6619427;"Erzegg11_NW_R_23a";"Erzegg11_NW_R";"Montifringilla nivalis";;;;;;"ringed";;;"1";;2023.00;;;;;;;;18.00;6.00;9.00;;;22.00;6.00;8.00;5.00;7.00;6.50;;;;;;;;"25";7.00;6.00;;;;;;;;;;;;;;
6619428;"Erzegglift14_SE_R_23a";"Erzegglift14_SE_R";"Montifringilla nivalis";;;;"unringed";"N   566805";;;;"2";;2023.00;;;;;;;;1.00;6.00;13.00;;;5.00;6.00;12.00;18.00;6.00;10.50;;;;;;;;"8";7.00;10.00;;;;;;;;;;;;;;
6619429;"Erzegg15_NW_R_23a";"Erzegg15_NW_R";"Montifringilla nivalis";;;;;"unringed";;;;"1";;2023.00;;;;;;;;18.00;6.00;9.00;;;22.00;6.00;8.00;5.00;7.00;6.50;;;;;;;;"25";7.00;6.00;;;;;;;;;;;;;;
6619430;"TannenschildB_23a";"TannenschildB";"Montifringilla nivalis";;;;"ringed";;;;;"2";;2023.00;;;;;;;;3.00;6.00;11.00;;;7.00;6.00;10.00;20.00;6.00;8.50;;;;;;;;"10";7.00;8.00;;;;;;;;;;;;;;
6619431;"BonistockC_23a";"BonistockC";"Montifringilla nivalis";;;;"N   630103";;;;;"2";;2023.00;;;;;;;;3.00;6.00;11.00;;;7.00;6.00;10.00;20.00;6.00;8.50;;;;;;;;"10";7.00;8.00;;;;;;;;;;;;;;
6619432;"BonistockD_23a";"BonistockD";"Montifringilla nivalis";;;;;;"N   630256";"unringed";;"2";;2023.00;;;;;;;;3.00;6.00;11.00;;;7.00;6.00;10.00;20.00;6.00;8.50;;;;;;;;"10";7.00;8.00;;;;;;;;;;;;;;
6619433;"ChringenC_23a";"ChringenC";"Montifringilla nivalis";;;;"ringed";"metal ring";;;;"2";;2023.00;;;;;;;;12.00;5.00;13.00;;;16.00;5.00;12.00;29.00;5.00;10.50;;;;;;;;"18";6.00;10.00;;;;;;;;;;;;;;
6619434;"ChringenD_23a";"ChringenD";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2023.00;;;;;;;;3.00;6.00;11.00;;;7.00;6.00;10.00;20.00;6.00;8.50;;;;;;;;"10";7.00;8.00;;;;;;;;;;;;;;
6619435;"Jochpass3_S_R_23a";"Jochpass3_S_R";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619436;"Jochpass3_N_L_23a";"Jochpass3_N_L";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;25.00;6.00;8.00;;;29.00;6.00;7.00;12.00;7.00;5.50;;;;;;;;"1";8.00;5.00;;;;;;;;;;;;;;
6619437;"Jochpass5_S_L_23a";"Jochpass5_S_L";"Montifringilla nivalis";;;;"N   566856";"unringed";;;;"2";;2023.00;;;;;;;;25.00;6.00;8.00;;;29.00;6.00;7.00;12.00;7.00;5.50;;;;;;;;"1";8.00;5.00;;;;;;;;;;;;;;
6619438;"Jochpass6_S_L_23a";"Jochpass6_S_L";"Montifringilla nivalis";;;;"N   630775";;;;;"1";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619439;"Jochpass7_N_R_23a";"Jochpass7_N_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619440;"Jochpass9_N_R_23a";"Jochpass9_N_R";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619441;"Jochpass10_N_L_23a";"Jochpass10_N_L";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;25.00;6.00;8.00;;;29.00;6.00;7.00;12.00;7.00;5.50;;;;;;;;"1";8.00;5.00;;;;;;;;;;;;;;
6619442;"Jochpass11_N_R_23a";"Jochpass11_N_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619443;"Jochpass13_N_R_23a";"Jochpass13_N_R";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;25.00;6.00;8.00;;;29.00;6.00;7.00;12.00;7.00;5.50;;;;;;;;"1";8.00;5.00;;;;;;;;;;;;;;
6619444;"Jochpass14_N_L_23a";"Jochpass14_N_L";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619445;"JochstockExpress5_NW_R_23a";"JochstockExpress5_NW_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619446;"JochstockExpress5_SE_R_23a";"JochstockExpress5_SE_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;25.00;6.00;8.00;;;29.00;6.00;7.00;12.00;7.00;5.50;;;;;;;;"1";8.00;5.00;;;;;;;;;;;;;;
6619447;"JochstockExpress6_SE_L_23a";"JochstockExpress6_SE_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619448;"Engstligensee7_ENE_R_23a";"Engstligensee7_ENE_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619449;"Engstligensee7_WSW_L_23";"Engstligensee7_WSW_L";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;25.00;6.00;8.00;;;29.00;6.00;7.00;12.00;7.00;5.50;;;;;;;;"1";8.00;5.00;;;;;;;;;;;;;;
6619450;"Engstligensee9_WSW_L_23a";"Engstligensee9_WSW_L";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619451;"Engstligensee12_WSW_R_23a";"Engstligensee12_WSW_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619452;"Schaftal4_SE_23a";"Schaftal4_SE";"Montifringilla nivalis";;;;;;;;;"1";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619453;"Schaftal5_SE_23a";"Schaftal5_SE";"Montifringilla nivalis";;;;;;;;;"1";;2023.00;;;;;;;;19.00;5.00;13.00;;;23.00;5.00;12.00;5.00;6.00;10.50;;;;;;;;"25";6.00;10.00;;;;;;;;;;;;;;
6619454;"Gaemsplanggen2_23a";"Gaemsplanggen2";"Montifringilla nivalis";;;;;;;;;"1";;2023.00;;;;;;;;23.00;5.00;5.00;;;27.00;5.00;4.00;9.00;6.00;2.50;;;;;;;;"29";6.00;2.00;;;;;;;;;;;;;;
6619455;"TieraelpligratE_23a";"TieraelpligratE";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;31.00;5.00;11.00;;;4.00;6.00;10.00;17.00;6.00;8.50;;;;;;;;"7";7.00;8.00;;;;;;;;;;;;;;
6619456;"RauStoeckliNW_23a";"RauStoeckliNW";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;2.00;6.00;10.00;;;6.00;6.00;9.00;19.00;6.00;7.50;;;;;;;;"9";7.00;7.00;;;;;;;;;;;;;;
6619457;"RauStoeckli2_NE_23a";"RauStoeckli2_NE";"Montifringilla nivalis";;;;;;;;;"2";;2023.00;;;;;;;;31.00;5.00;11.00;;;4.00;6.00;10.00;17.00;6.00;8.50;;;;;;;;"7";7.00;8.00;;;;;;;;;;;;;;
6619458;"RauStoeckli3_NE_23a";"RauStoeckli3_NE";"Montifringilla nivalis";;;;;;;;;"2";;2023.00;;;;;;;;31.00;5.00;11.00;;;4.00;6.00;10.00;17.00;6.00;8.50;;;;;;;;"7";7.00;8.00;;;;;;;;;;;;;;
6619459;"RauStoeckliW_23a";"RauStoeckliW";"Montifringilla nivalis";;;;;;;;;"2";;2023.00;;;;;;;;31.00;5.00;11.00;;;4.00;6.00;10.00;17.00;6.00;8.50;;;;;;;;"7";7.00;8.00;;;;;;;;;;;;;;
6619460;"RauStoeckli_Cave_SE_23a";"RauStoeckli_Cave_SE";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;25.00;5.00;4.00;;;29.00;5.00;3.00;11.00;6.00;1.50;;;;;;;;"1";7.00;1.00;;;;;;;;;;;;;;
6619461;"Tieraelpli_NE_23a";"Tieraelpli_NE";"Montifringilla nivalis";;;;;;;;;"2";;2023.00;;;;;;;;25.00;5.00;4.00;;;29.00;5.00;3.00;11.00;6.00;1.50;;;;;;;;"1";7.00;1.00;;;;;;;;;;;;;;
6619462;"Tieraelpli2_NE_23a";"Tieraelpli2_NE";"Montifringilla nivalis";;;;;;;;;"2";;2023.00;;;;;;;;3.00;6.00;10.00;;;7.00;6.00;9.00;20.00;6.00;7.50;;;;;;;;"10";7.00;7.00;;;;;;;;;;;;;;
6619463;"Chaemmerli2_E_23a";"Chaemmerli2_E";"Montifringilla nivalis";;;;;;;;;"2";;2023.00;;;;;;;;25.00;5.00;4.00;;;29.00;5.00;3.00;11.00;6.00;1.50;;;;;;;;"1";7.00;1.00;;;;;;;;;;;;;;
6619464;"Chaemmerli3_E_23a";"Chaemmerli3_E";"Montifringilla nivalis";;;;;;;;;"2";;2023.00;;;;;;;;25.00;5.00;4.00;;;29.00;5.00;3.00;11.00;6.00;1.50;;;;;;;;"1";7.00;1.00;;;;;;;;;;;;;;
6619465;"SchwarzchopfNE_23a";"SchwarzchopfNE";"Montifringilla nivalis";;;;;;;;;"1";;2023.00;;;;;;;;26.00;5.00;13.00;;;30.00;5.00;12.00;12.00;6.00;10.50;;;;;;;;"2";7.00;10.00;;;;;;;;;;;;;;
6619466;"Fluela_Hotel_2_23a";"Fluela_Hotel_2";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;26.00;5.00;13.00;;;30.00;5.00;12.00;12.00;6.00;10.50;;;;;;;;"2";7.00;10.00;;;;;;;;;;;;;;
6619467;"Signal8_NW_R_23a";"Signal8_NW_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619468;"Signal9_NW_L_23a";"Signal9_NW_L";"Montifringilla nivalis";;;;"unringed";"N   630932";;;;"2";;2023.00;;;;;;;;24.00;6.00;3.00;;;28.00;6.00;2.00;11.00;7.00;0.50;;;;;;;;"31";7.00;0.50;;;;;;;;;;;;;;
6619469;"Signal10_NW_R_23a";"Signal10_NW_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619470;"Signal13_NW_R_23a";"Signal13_NW_R";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619471;"Signal14_SE_L_23a";"Signal14_SE_L";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619472;"Signal14_NW_L_23a";"Signal14_NW_L";"Montifringilla nivalis";;;;;"unringed";;;;"1";;2023.00;;;;;;;;6.00;7.00;13.00;;;10.00;7.00;12.00;23.00;7.00;10.50;;;;;;;;"12";8.00;10.00;;;;;;;;;;;;;;
6619473;"Signal16_SE_R_23a";"Signal16_SE_R";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619474;"Signal16_SE_L_23a";"Signal16_SE_L";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;14.00;6.00;13.00;;;18.00;6.00;12.00;1.00;7.00;10.50;;;;;;;;"21";7.00;10.00;;;;;;;;;;;;;;
6619475;"Signal17_SE_L_23a";"Signal17_SE_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619476;"Salastrains9_NW_R_23a";"Salastrains9_NW_R";"Montifringilla nivalis";;;;"N   630924";;"unringed";;;"2";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619477;"Salastrains10_NW_R_23a";"Salastrains10_NW_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;14.00;6.00;12.50;;;18.00;6.00;11.50;1.00;7.00;10.00;;;;;;;;"21";7.00;9.50;;;;;;;;;;;;;;
6619478;"Salastrains12_NW_R_23a";"Salastrains12_NW_R";"Montifringilla nivalis";;;;"N   630252";"unringed";;;;"2";;2023.00;;;;;;;;4.00;5.00;12.00;;;8.00;5.00;11.00;21.00;5.00;9.50;;;;;;;;"10";6.00;9.00;;;;;;;;;;;;;;
6619479;"Salastrains13_NW_R_23a";"Salastrains13_NW_R";"Montifringilla nivalis";;;;"N   630931";"unringed";;;;"2";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619480;"Salastrains13_SE_L_23a";"Salastrains13_SE_L";"Montifringilla nivalis";;;;"N   630931";"unringed";;;;"2";;2023.00;;;;;;;;6.00;7.00;13.00;;;10.00;7.00;12.00;23.00;7.00;10.50;;;;;;;;"12";8.00;10.00;;;;;;;;;;;;;;
6619481;"Salastrains14_SW_R_23a";"Salastrains14_SW_R";"Montifringilla nivalis";;;;;;;;;"1";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619482;"Salastrains16_NW_L_23a";"Salastrains16_NW_L";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619483;"Salastrains17_NW_L_23a";"Salastrains17_NW_L";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;16.00;6.00;12.00;;;20.00;6.00;11.00;3.00;7.00;9.50;;;;;;;;"23";7.00;9.00;;;;;;;;;;;;;;
6619484;"Salastrains18_NW_R_23a";"Salastrains18_NW_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;6.00;7.00;13.00;;;10.00;7.00;12.00;23.00;7.00;10.50;;;;;;;;"12";8.00;10.00;;;;;;;;;;;;;;
6619485;"Salastrains20_SE_R_upper_Tube_23a";"Salastrains20_SE_R_upper_Tube";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619486;"Randolins6_centre_NE_23a";"Randolins6_centre_NE";"Montifringilla nivalis";;;;"N   630444";;;;;"2";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619487;"Randolins8_SE_L_23a";"Randolins8_SE_L";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619488;"Randolins10_SW_middle_23a";"Randolins10_SW_middle";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;6.00;7.00;13.00;;;10.00;7.00;12.00;23.00;7.00;10.50;;;;;;;;"12";8.00;10.00;;;;;;;;;;;;;;
6619489;"Randolins12_NW_L_23a";"Randolins12_NW_L";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;24.00;5.00;13.00;;;28.00;5.00;12.00;10.00;6.00;10.50;;;;;;;;"30";6.00;10.00;;;;;;;;;;;;;;
6619490;"PizNair2_Level2_laderL_23a";"PizNair2_Level2_laderL";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;24.00;5.00;12.00;;;28.00;5.00;11.00;10.00;6.00;9.50;;;;;;;;"30";6.00;9.00;;;;;;;;;;;;;;
6619491;"FIS4_NW_L_23a";"FIS4_NW_L";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;24.00;5.00;12.00;;;28.00;5.00;11.00;10.00;6.00;9.50;;;;;;;;"30";6.00;9.00;;;;;;;;;;;;;;
6619492;"FIS5_NW_L_23a";"FIS5_NW_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;24.00;5.00;12.00;;;28.00;5.00;11.00;10.00;6.00;9.50;;;;;;;;"30";6.00;9.00;;;;;;;;;;;;;;
6619493;"FIS6_NW_R_23a";"FIS6_NW_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2023.00;;;;;;;;24.00;5.00;12.00;;;28.00;5.00;11.00;10.00;6.00;9.50;;;;;;;;"30";6.00;9.00;;;;;;;;;;;;;;
6619494;"FIS7_SE_R_23a";"FIS7_SE_R";"Montifringilla nivalis";;;;;"N   630928";"unringed";;;"2";;2023.00;;;;;;;;24.00;5.00;12.00;;;28.00;5.00;11.00;10.00;6.00;9.50;;;;;;;;"30";6.00;9.00;;;;;;;;;;;;;;
6619495;"FIS7_SE_R_upper_Tube_23a";"FIS7_SE_R_upper_Tube";"Montifringilla nivalis";;;;;"N   630928";"unringed";;;"2";;2023.00;;;;;;;;6.00;7.00;13.00;;;10.00;7.00;12.00;23.00;7.00;10.50;;;;;;;;"12";8.00;10.00;;;;;;;;;;;;;;
6619496;"FIS8_NW_R_23a";"FIS8_NW_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;24.00;5.00;12.00;;;28.00;5.00;11.00;10.00;6.00;9.50;;;;;;;;"30";6.00;9.00;;;;;;;;;;;;;;
6619497;"Corviglia2_roof_W_23a";"Corviglia2_roof_W";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2023.00;;;;;;;;24.00;5.00;12.00;;;28.00;5.00;11.00;10.00;6.00;9.50;;;;;;;;"30";6.00;9.00;;;;;;;;;;;;;;
6619498;"PlateauNair1";"PlateauNair1";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;25.00;5.00;13.00;;;29.00;5.00;12.00;11.00;6.00;10.50;;;;;;;;"1";7.00;10.00;;;;;;;;;;;;;;
6619499;"PlateauNair10_NE_R_23a";"PlateauNair10_NE_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;7.00;7.00;13.00;;;11.00;7.00;12.00;24.00;7.00;10.50;;;;;;;;"13";8.00;10.00;;;;;;;;;;;;;;
6619500;"PlateauNair10_SW_R_23a";"PlateauNair10_SW_R";"Montifringilla nivalis";;;;;"unringed";;;;"2";"male: no right leg, no ring on left leg";2023.00;;;;;;;;25.00;5.00;13.00;;;29.00;5.00;12.00;11.00;6.00;10.50;;;;;;;;"1";7.00;10.00;;;;;;;;;;;;;;
6619501;"PlateauNair11_N_centre_23a";"PlateauNair11_N_centre";"Montifringilla nivalis";;;;"N   630431";"unringed";;;;"2";;2023.00;;;;;;;;25.00;5.00;13.00;;;29.00;5.00;12.00;11.00;6.00;10.50;;;;;;;;"1";7.00;10.00;;;;;;;;;;;;;;
6619502;"PlateauNair13B_SW_R_23a";"PlateauNair13B_SW_R";"Montifringilla nivalis";;;;"N   687007";"metal ring";;;;"2";;2023.00;;;;;;;;25.00;5.00;12.00;;;29.00;5.00;11.00;11.00;6.00;9.50;;;;;;;;"1";7.00;9.00;;;;;;;;;;;;;;
6619503;"Marguns5_SW_L_23a";"Marguns5_SW_L";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;14.00;5.00;6.00;;;18.00;5.00;5.00;31.00;5.00;3.50;;;;;;;;"20";6.00;3.00;;;;;;;;;;;;;;
6619504;"Marguns6_NE_L_upper_Tube_23a";"Marguns6_NE_L_upper_Tube";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2023.00;;;;;;;;25.00;5.00;13.00;;;29.00;5.00;12.00;11.00;6.00;10.50;;;;;;;;"1";7.00;10.00;;;;;;;;;;;;;;
6619505;"Rotondo_23a";"Rotondohuette";"Montifringilla nivalis";;;;;"N   630964";;;;"1";;2023.00;;;;;;;;10.00;7.00;13.00;;;14.00;7.00;12.00;20.00;7.00;10.50;;;;;;;;"10";8.00;10.00;;;;;;;;;;;;;;
6619506;"GalenstockH1_NE_24a";"GalenstockH1_NE";"Montifringilla nivalis";;;;;;"N   588156";"N   630074";;"2";;2024.00;;;;;;;;29.00;5.00;5.00;;;2.00;6.00;4.00;15.00;6.00;2.50;;;;;;;;"5";7.00;2.00;;;;;;;;;;;;;;
6619507;"GalenstockH1_NE_24b";"GalenstockH1_NE";"Montifringilla nivalis";;;;;;"N   588156";;;"1";;2024.00;;;;;;;;7.00;7.00;8.00;;;11.00;7.00;7.00;24.00;7.00;5.50;;;;;;;;"13";8.00;5.50;;;;;;;;;;;;;;
6619508;"TiefenbachM1_ESEroof3rd_24a";"TiefenbachM1Eroof3L";"Montifringilla nivalis";;;;"N   630130";;;;;"2";;2024.00;;;;;;;;26.00;5.00;8.00;;;30.00;5.00;7.00;12.00;6.00;5.50;;;;;;;;"2";7.00;5.00;;;;;;;;;;;;;;
6619509;"Furka9_24a";"Furka9";"Montifringilla nivalis";;;;"N   630802";"N   687544";;;;"2";;2024.00;"18";"5";"26";"5";"29";"5";;4.00;6.00;2.50;3;;7.00;6.00;1.00;21.00;6.00;0.00;;2.00;;;"2";;2.00;"11";7.00;3.00;;;;"not hatched";;;;;;;;;"CO31";
6619510;"Furka13_24a";"Furka13";"Montifringilla nivalis";;;;;;;;;"0";;2024.00;"17";"5";"20";"5";"1";"6";;5.00;6.00;5.00;1;;;;;;;;;0.00;;;"0";;0.00;;;;;;;"brood abandoned";;;;;;;;;"CO21";
6619511;"FurkaRoofbuilding_4_SE_9R_24a";"FurkaRoofbuilding_4_SE_9R";"Montifringilla nivalis";;;;"N   588073";"N   630161";;;;"2";;2024.00;;;;;;;;4.00;6.00;5.50;;;8.00;6.00;4.50;21.00;6.00;3.00;;;;;;;;"11";7.00;3.00;;;;;;;;;;;;;;
6619512;"FurkaH5NEroof_24a";"FurkaH5NEroof";"Montifringilla nivalis";;;;"N   630608";;"unringed";;;"2";;2024.00;;;;;;;;10.00;6.00;4.00;;;14.00;6.00;3.00;27.00;6.00;1.50;;;;;;;;"17";7.00;1.00;;;;;;;;;;;;;;
6619513;"FurkaH8RoofSW7R_24a";"FurkaH8RoofSW7R";"Montifringilla nivalis";;;;"N   687386";;"unringed";;;"2";;2024.00;;;;;;;;1.00;6.00;3.50;;;5.00;6.00;2.50;18.00;6.00;1.00;;;;;;;;"8";7.00;0.50;;;;;;;;;;;;;;
6619514;"FurkaH11SWRoofTop1R_24a";"FurkaH11SWRoofTop1R";"Montifringilla nivalis";;;;"N   630649";;"unringed";;;"2";;2024.00;;;;;;;;4.00;6.00;5.50;;;8.00;6.00;4.50;21.00;6.00;3.00;;;;;;;;"11";7.00;2.50;;;;;;;;;;;;;;
6619515;"IlexNW_24a";"IlexNW";"Montifringilla nivalis";;;;;;"N   687447";"metal ring";;"2";;2024.00;;;;;;;;10.00;6.00;4.00;;;14.00;6.00;3.00;27.00;6.00;1.50;;;;;;;;"17";7.00;1.00;;;;;;;;;;;;;;
