"ID"	"recapture"	"capture_method"	"ringing_scheme"	"ringnr"	"side_ringnr"	"color_alu"	"color"	"code"	"side_color"	"species"	"Sex"	"Age"	"age_nestling"	"accuracy_age_nestling"	"day"	"month"	"year"	"time_hour"	"time_min"	"time_ringing"	"location"	"broodID"	"xCoord"	"yCoord"	"xCoordInt"	"yCoordInt"	"Elevation"	"Wing"	"method_wing"	"P1"	"P8"	"Federfahne"	"Tarsus"	"tail"	"weight"	"weight_after_defecation"	"Fat"	"Muscle"	"breeding_patch"	"beak_colour"	"Bill_length"	"Bill_width"	"Bill_height"	"logger_deployed"	"logger_retrieved"	"notes"	"Body_length"	"method_body_size"	"ringer"	"ring_owner"	"owner"	"salivary_swap"	"faeces_sample"	"blood_sample"	"picture_name"	"Aggression_score"	"sex.genetics"	"year.f"	"month.num"
307	"recapture"	"mistnet"	""	"N   544331"	"right"	"metallic"	"grey"	"E10"	"left"	"Montifringilla nivalis"	"0"	6	NA	NA	11	"1"	2018	14	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	125	""	NA	95	NA	23.5	NA	42	NA	3	2	""	""	11.2	NA	NA	""	""	"odd thing on belly, see picture"	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
308	"first capture"	"mistnet"	""	"N   588051"	"right"	"blue"	"grey"	"A92"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	11	"1"	2018	14	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	118	""	NA	88.5	NA	22	NA	39	NA	3	2	""	""	11	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"f"	"2018"	1
309	"first capture"	"mistnet"	""	"N   588052"	"right"	"blue"	"grey"	"C20"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	126	""	NA	98	NA	23.3	NA	44	NA	4	2	""	""	11.3	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
310	"recapture"	"mistnet"	""	"N   566736"	"right"	"blue"	"grey"	"A39"	"left"	"Montifringilla nivalis"	"2"	6	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	120	""	NA	91.5	NA	22.5	NA	42	NA	2	2	""	""	10.8	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"no"	""	""	""	NA	"f"	"2018"	1
311	"first capture"	"mistnet"	""	"N   588053"	"right"	"blue"	"grey"	"G00"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	129	""	NA	98.5	NA	23	NA	41.5	NA	3	2	""	""	11.4	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
312	"first capture"	"mistnet"	""	"N   588054"	"right"	"blue"	"grey"	"A40"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	125	""	NA	94.5	NA	22.5	NA	45	NA	NA	NA	""	""	10.6	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
313	"first capture"	"mistnet"	""	"N   588055"	"right"	"blue"	"grey"	"A96"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	121.5	""	NA	92	NA	22.4	NA	40	NA	3	2	""	""	11.1	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"f"	"2018"	1
314	"first capture"	"mistnet"	""	"N   588056"	"right"	"blue"	"grey"	"G31"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	125	""	NA	94	NA	23.3	NA	42.5	NA	2	2	""	""	11.5	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
316	"first capture"	"mistnet"	""	"N   588058"	"right"	"blue"	"grey"	"E49"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	122	""	NA	93.5	NA	23.9	NA	45	NA	4	2	""	""	11.3	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
317	"first capture"	"mistnet"	""	"N   588059"	"right"	"blue"	"grey"	"G91"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	120.5	""	NA	92	NA	22.7	NA	40	NA	3	2	""	""	10.5	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"f"	"2018"	1
318	"first capture"	"mistnet"	""	"N   588060"	"right"	"blue"	"grey"	"E31"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	126	""	NA	96.5	NA	22.2	NA	38.5	NA	3	2	""	""	11.1	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
320	"recapture"	"mistnet"	""	"N   566729"	"right"	"blue"	"grey"	"A34"	"left"	"Montifringilla nivalis"	"0"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	125	""	NA	94	NA	22	NA	42	NA	3	2	""	""	11.5	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
321	"first capture"	"mistnet"	""	"N   588062"	"right"	"blue"	"grey"	"C10"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	128	""	NA	97	NA	23.3	NA	46.5	NA	3	2	""	""	11.4	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
322	"first capture"	"mistnet"	""	"N   588063"	"right"	"blue"	"grey"	"C44"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	123	""	NA	96	NA	24.1	NA	41.5	NA	3	2	""	""	12.6	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
323	"first capture"	"mistnet"	""	"N   588064"	"right"	"blue"	"grey"	"C00"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	121.5	""	NA	90.5	NA	22.7	NA	40	NA	3	1	""	""	10.6	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
324	"recapture"	"mistnet"	""	"N   566721"	"right"	"blue"	"grey"	"H41"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	128	""	NA	98	NA	23.5	NA	43.5	NA	3	1	""	""	11.8	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
325	"first capture"	"mistnet"	""	"N   588065"	"right"	"blue"	""	""	""	"Montifringilla nivalis"	"2"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	122	""	NA	92.5	NA	23	NA	41.5	NA	3	2	""	""	11.4	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"f"	"2018"	1
326	"first capture"	"mistnet"	""	"N   588066"	"right"	"blue"	""	""	""	"Montifringilla nivalis"	"0"	4	NA	NA	11	"1"	2018	15	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	128	""	NA	98	NA	24.2	NA	49	NA	4	2	""	""	10.9	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
327	"first capture"	"mistnet"	""	"N   588067"	"right"	"blue"	"grey"	"H63"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	12	"1"	2018	8	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	126	""	NA	97.5	NA	24.3	NA	47	NA	3	1	""	""	11.6	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
328	"first capture"	"mistnet"	""	"N   588068"	"right"	"blue"	"grey"	"C13"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	12	"1"	2018	8	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	121	""	NA	91.5	NA	22	NA	41.5	NA	3	2	""	""	10.4	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"f"	"2018"	1
329	"first capture"	"mistnet"	""	"N   588069"	"right"	"blue"	"grey"	"E43"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	12	"1"	2018	8	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	128	""	NA	99.5	NA	24.6	NA	45	NA	3	2	""	""	11.4	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
330	"first capture"	"mistnet"	""	"N   588070"	"right"	"blue"	"grey"	"C14"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	12	"1"	2018	8	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	122	""	NA	93	NA	22.4	NA	39	NA	2	2	""	""	10.8	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
331	"first capture"	"mistnet"	""	"N   588071"	"right"	"blue"	"grey"	"C31"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	12	"1"	2018	8	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	123.5	""	NA	93	NA	23.8	NA	45.5	NA	3	2	""	""	11.4	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"f"	"2018"	1
332	"first capture"	"mistnet"	""	"N   588072"	"right"	"blue"	"grey"	"H27"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	12	"1"	2018	8	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	124	""	NA	93.5	NA	22.7	NA	42	NA	2	1	""	""	10.4	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"no"	""	""	""	NA	"m"	"2018"	1
333	"first capture"	"mistnet"	""	"N   588073"	"right"	"blue"	"grey"	"G97"	"left"	"Montifringilla nivalis"	"0"	4	NA	NA	12	"1"	2018	8	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	124	""	NA	95	NA	23.4	NA	40	NA	2	1	""	""	11.1	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
334	"first capture"	"mistnet"	""	"N   588074"	"right"	"blue"	"grey"	"EE7"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	12	"1"	2018	8	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	125	""	NA	95	NA	23.8	NA	42.5	NA	2	2	""	""	11.1	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
335	"first capture"	"mistnet"	""	"N   588075"	"right"	"blue"	"grey"	"E37"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	12	"1"	2018	9	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	125	""	NA	95	NA	22.7	NA	40	NA	3	1	""	""	11.5	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
336	"recapture"	"mistnet"	""	"N   566738"	"right"	"blue"	"grey"	"G60"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	12	"1"	2018	9	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	128	""	NA	99	NA	23.1	NA	44	NA	3	2	""	""	10.2	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
337	"recapture"	"mistnet"	""	"N   566736"	"right"	"blue"	"grey"	"A39"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	12	"1"	2018	9	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	120	""	NA	90.5	NA	22	NA	40	NA	3	2	""	""	10.6	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"f"	"2018"	1
338	"first capture"	"mistnet"	""	"N   588076"	"right"	"blue"	"grey"	"E11"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	12	"1"	2018	9	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	126	""	NA	98	NA	23	NA	40.5	NA	3	2	""	""	11	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	1
339	"recapture"	"mistnet"	""	"N   566721"	"right"	"blue"	"grey"	"H41"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	12	"1"	2018	9	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	126	""	NA	95.5	NA	23.3	NA	42	NA	3	2	""	""	11.5	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"no"	""	""	""	NA	"m"	"2018"	1
345	"first capture"	"mistnet"	""	"N   588081"	"right"	"blue"	"grey"	"A67"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	12	"1"	2018	9	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	123	""	NA	95.5	NA	23.6	NA	40	NA	2	1	""	""	10.5	NA	NA	""	""	"1 external rectrice taken by Jaime Resano"	NA	""	"FK"	""	"Swiss Ornithological Institute"	"no"	""	""	""	NA	"m"	"2018"	1
349	"first capture"	"mistnet"	""	"N   588085"	"right"	"blue"	"grey"	"A91"	"left"	"Montifringilla nivalis"	"0"	4	NA	NA	12	"1"	2018	14	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	128	""	NA	97.5	NA	22.9	NA	47.5	NA	3	2	""	""	11.1	NA	NA	""	""	"1 external rectrice taken by Jaime Resano"	NA	""	"FK"	""	"Swiss Ornithological Institute"	"no"	""	""	""	NA	"m"	"2018"	1
358	"recapture"	"mistnet"	""	"N   566714"	"right"	"blue"	"grey"	"G37"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	12	"1"	2018	14	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	126	""	NA	94.5	NA	23	NA	43	NA	3	1	""	""	11.5	NA	NA	""	""	"1 external rectrice taken by Jaime Resano"	NA	""	"FK"	""	"Swiss Ornithological Institute"	"no"	""	""	""	NA	"m"	"2018"	1
359	"first capture"	"mistnet"	""	"N   588094"	"right"	"blue"	"grey"	"EE4"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	12	"1"	2018	14	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	120.5	""	NA	90.5	NA	23.2	NA	43.5	NA	2	1	""	""	11	NA	NA	""	""	"1 external rectrice taken by Jaime Resano"	NA	""	"FK"	""	"Swiss Ornithological Institute"	"no"	""	""	""	NA	"f"	"2018"	1
369	"first capture"	"mistnet"	""	"N   566753"	"right"	"blue"	"grey"	"H94"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	13	"1"	2018	8	NA	""	"Furka UR"	""	678389	160693	NA	NA	2110	126	""	NA	95	NA	23.7	NA	38.5	NA	1	2	""	""	10.6	NA	NA	""	""	""	NA	""	"FK"	""	"Swiss Ornithological Institute"	"no"	""	""	""	NA	"m"	"2018"	1
372	"first capture"	"mistnet"	""	"N   588225"	"left"	"blue"	"grey"	"J04"	"right"	"Montifringilla nivalis"	"1"	6	NA	NA	1	"2"	2018	13	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	122.5	""	NA	91.5	NA	23.2	NA	42.5	NA	3	1	""	""	10.9	NA	NA	""	""	""	NA	""	"SH"	""	"Swiss Ornithological Institute"	"??"	""	""	""	NA	"m"	"2018"	2
375	"first capture"	"mistnet"	""	"N   588228"	"right"	"blue"	"grey"	"A13"	"left"	"Montifringilla nivalis"	"0"	4	NA	NA	1	"2"	2018	13	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	121	""	NA	93	NA	23.7	NA	44	NA	3	2	""	""	10.9	NA	NA	""	""	""	NA	""	"RR"	""	"Swiss Ornithological Institute"	"??"	""	""	""	NA	"m"	"2018"	2
376	"first capture"	"mistnet"	""	"N   588229"	"left"	"blue"	"grey"	"A71"	"right"	"Montifringilla nivalis"	"1"	6	NA	NA	1	"2"	2018	13	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	123	""	NA	96.5	NA	21.4	NA	40.5	NA	4	2	""	""	11.3	NA	NA	""	""	""	NA	""	"SH"	""	"Swiss Ornithological Institute"	"??"	""	""	""	NA	"m"	"2018"	2
378	"first capture"	"mistnet"	""	"N   588231"	"left"	"blue"	"grey"	"E66"	"right"	"Montifringilla nivalis"	"1"	6	NA	NA	1	"2"	2018	15	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	125	""	NA	97	NA	23.6	NA	42.5	NA	3	1	""	""	10.5	NA	NA	""	""	""	NA	""	"CS"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
379	"first capture"	"mistnet"	""	"N   588232"	"right"	"blue"	"grey"	"A62"	"left"	"Montifringilla nivalis"	"2"	4	NA	NA	1	"2"	2018	15	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	122.5	""	NA	96	NA	24.1	NA	47.5	NA	4	2	""	""	10.4	NA	NA	""	""	""	NA	""	"RR"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"f"	"2018"	2
380	"first capture"	"mistnet"	""	"N   588233"	"right"	"blue"	"grey"	"J46"	"left"	"Montifringilla nivalis"	"0"	4	NA	NA	1	"2"	2018	15	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	126.5	""	NA	97	NA	25.8	NA	43	NA	4	2	""	""	11.7	NA	NA	""	""	""	NA	""	"RR"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
381	"first capture"	"mistnet"	""	"N   588234"	"right"	"blue"	"grey"	"J66"	"left"	"Montifringilla nivalis"	"1"	6	NA	NA	1	"2"	2018	15	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	129	""	NA	99.5	NA	23.7	NA	48	NA	3	1	""	""	11.2	NA	NA	""	""	""	NA	""	"RR"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
382	"first capture"	"mistnet"	""	"N   588235"	"right"	"blue"	"grey"	"A20"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	1	"2"	2018	15	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	127	""	NA	99	NA	23	NA	41.5	NA	3	2	""	""	10.6	NA	NA	""	""	""	NA	""	"RR"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
383	"first capture"	"mistnet"	""	"N   588236"	"right"	"blue"	"grey"	"JJ6"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	1	"2"	2018	15	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	126	""	NA	97.5	NA	24.1	NA	44	NA	3	1	""	""	11	NA	NA	""	""	""	NA	""	"RR"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
384	"first capture"	"mistnet"	""	"N   588237"	"right"	"blue"	"grey"	"G22"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	1	"2"	2018	15	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	126.5	""	NA	98	NA	22	NA	41	NA	3	2	""	""	10.9	NA	NA	""	""	""	NA	""	"RR"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
385	"first capture"	"mistnet"	""	"N   588238"	"right"	"blue"	"grey"	"E44"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	1	"2"	2018	15	NA	""	"Alp Flix, Tga Meir"	""	770048	154845	NA	NA	1975	124	""	NA	98	NA	21.9	NA	40	NA	3	2	""	""	11	NA	NA	""	""	""	NA	""	"RR"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
387	"first capture"	"mistnet"	""	"N   566756"	"left"	"blue"	"grey"	"C94"	"right"	"Montifringilla nivalis"	"2"	4	NA	NA	1	"2"	2018	9	NA	""	"Alp Flix, Forscherhaus"	""	769860	154099	NA	NA	1976	122	""	NA	93	NA	26	NA	30	NA	0	1	""	""	10.4	NA	NA	""	""	""	NA	""	"SH"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
388	"first capture"	"mistnet"	""	"N   566757"	"left"	"blue"	"grey"	"C02"	"right"	"Montifringilla nivalis"	"0"	4	NA	NA	1	"2"	2018	10	NA	""	"Alp Flix, Forscherhaus"	""	769860	154099	NA	NA	1976	123.5	""	NA	97	NA	23	NA	41.5	NA	3	2	""	""	9.8	NA	NA	""	""	""	NA	""	"CS"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
389	"first capture"	"mistnet"	""	"N   566758"	"right"	"blue"	"grey"	"A43"	"left"	"Montifringilla nivalis"	"0"	4	NA	NA	1	"2"	2018	10	NA	""	"Alp Flix, Forscherhaus"	""	769860	154099	NA	NA	1976	128	""	NA	97.5	NA	25	NA	44.5	NA	3	1	""	""	11.7	NA	NA	""	""	""	NA	""	"RR"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
391	"first capture"	"mistnet"	""	"N   566760"	"left"	"blue"	"grey"	"A07"	"right"	"Montifringilla nivalis"	"0"	4	NA	NA	1	"2"	2018	10	NA	""	"Alp Flix, Forscherhaus"	""	769860	154099	NA	NA	1976	125	""	NA	98	NA	23.4	NA	41.5	NA	4	2	""	""	11.2	NA	NA	""	""	""	NA	""	"CS"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"m"	"2018"	2
392	"first capture"	"mistnet"	""	"N   566761"	"left"	"blue"	"grey"	"E20"	"right"	"Montifringilla nivalis"	"2"	4	NA	NA	1	"2"	2018	11	NA	""	"Alp Flix, Forscherhaus"	""	769860	154099	NA	NA	1976	121	""	NA	93	NA	23.8	NA	42.5	NA	4	2	""	""	10.9	NA	NA	""	""	""	NA	""	"CS"	""	"Swiss Ornithological Institute"	"yes"	""	""	""	NA	"f"	"2018"	2
409	"first capture"	"whoosh nets"	""	"N   566762"	"left"	"blue"	"grey"	"CC0"	"right"	"Montifringilla nivalis"	"0"	4	NA	NA	7	"3"	2018	13	NA	"14:00"	"Furka UR"	""	678389	160693	NA	NA	NA	128	""	NA	110	NA	23.7	NA	45	NA	4	2	""	""	11.5	NA	NA	""	""	""	NA	""	"CS"	""	"SOI"	"yes"	""	""	""	NA	"m"	"2018"	3
410	"first capture"	"whoosh nets"	""	"N   566763"	"left"	"blue"	"grey"	"CC1"	"right"	"Montifringilla nivalis"	"1"	4	NA	NA	7	"3"	2018	13	NA	"14:00"	"Furka UR"	""	678389	160693	NA	NA	2110	125	""	NA	97.5	NA	22.8	NA	44	NA	4	2	""	""	10	NA	NA	""	""	"could be N   566763 (it is, according to 10.03.2019)"	NA	""	"CS"	""	"SOI"	"yes"	""	""	""	NA	"m"	"2018"	3
411	"first capture"	"whoosh nets"	""	"N   566765"	"left"	"blue"	"grey"	"CC3"	"right"	"Montifringilla nivalis"	"0"	4	NA	NA	7	"3"	2018	13	NA	"14:10"	"Furka UR"	""	678389	160693	NA	NA	NA	126	""	NA	95.5	NA	23.5	NA	45	NA	3	3	""	""	11.5	NA	NA	""	""	""	NA	""	"CS"	""	"SOI"	"yes"	""	""	""	NA	"m"	"2018"	3
413	"first capture"	"whoosh nets"	""	"N   566767"	"right"	"blue"	"grey"	"CC7"	"left"	"Montifringilla nivalis"	"2?"	4	NA	NA	7	"3"	2018	13	NA	"14:20"	"Furka UR"	""	678389	160693	NA	NA	NA	115	""	NA	84	NA	23	NA	41	NA	3	3	""	""	10.3	NA	NA	""	""	""	NA	""	"FK"	""	"SOI"	"yes"	""	""	""	NA	"f"	"2018"	3
414	"first capture"	"whoosh nets"	""	"N   566768"	"left"	"blue"	"grey"	"C01"	"right"	"Montifringilla nivalis"	"2?"	4	NA	NA	7	"3"	2018	13	NA	"14:20"	"Furka UR"	""	678389	160693	NA	NA	NA	118	""	NA	91.5	NA	23.1	NA	42	NA	4	3	""	""	11	NA	NA	""	""	""	NA	""	"CS"	""	"SOI"	"yes"	""	""	""	NA	"f"	"2018"	3
415	"first capture"	"whoosh nets"	""	"N   566769"	"right"	"blue"	"grey"	"C17"	"left"	"Montifringilla nivalis"	"0"	4	NA	NA	7	"3"	2018	13	NA	"14:30"	"Furka UR"	""	678389	160693	NA	NA	NA	125.5	""	NA	95.5	NA	24.2	NA	46	NA	3	2	""	""	11	NA	NA	""	""	""	NA	""	"FK"	""	"SOI"	"yes"	""	""	""	NA	"m"	"2018"	3
416	"first capture"	"whoosh nets"	""	"N   566770"	"left"	"blue"	"grey"	"C03"	"right"	"Montifringilla nivalis"	"1"	4	NA	NA	7	"3"	2018	13	NA	"14:30"	"Furka UR"	""	678389	160693	NA	NA	NA	123	""	NA	97	NA	23.1	NA	43.5	NA	4	3	""	""	11.3	NA	NA	""	""	""	NA	""	"CS"	""	"SOI"	"yes"	""	""	""	NA	"m"	"2018"	3
417	"first capture"	"whoosh nets"	""	"N   566771"	"right"	"blue"	"grey"	"C04"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	7	"3"	2018	13	NA	"14:40"	"Furka UR"	""	678389	160693	NA	NA	NA	125	""	NA	95	NA	24.1	NA	46	NA	2	2	""	""	10.4	NA	NA	""	""	""	NA	""	"FK"	""	"SOI"	"yes"	""	""	""	NA	"m"	"2018"	3
418	"first capture"	"whoosh nets"	""	"N   566772"	"left"	"blue"	"grey"	"C16"	"right"	"Montifringilla nivalis"	"2?"	4	NA	NA	7	"3"	2018	13	NA	"14:40"	"Furka UR"	""	678389	160693	NA	NA	NA	122	""	NA	95	NA	23	NA	43	NA	4	2	""	""	11	NA	NA	""	""	""	NA	""	"CS"	""	"SOI"	"yes"	""	""	""	NA	"m"	"2018"	3
419	"first capture"	"whoosh nets"	""	"N   566773"	"right"	"blue"	"grey"	"C21"	"left"	"Montifringilla nivalis"	"1"	4	NA	NA	7	"3"	2018	13	NA	"14:50"	"Furka UR"	""	678389	160693	NA	NA	NA	127	""	NA	99.5	NA	23.6	NA	46.5	NA	3	1	""	""	10.2	NA	NA	""	""	""	NA	""	"FK"	""	"SOI"	"yes"	""	""	""	NA	"m"	"2018"	3
